,FrameName,frameDefinitions,frameExamples,role,roleExamples
0,Product_development,"An Developer develops a Product, in some cases for a Company.    ''",The <t>development</t> of a profitable product will be necessary for the company to stay afloat. INI,Developer,<fex>Elsa</fex> developed a new line of facial products.
0,Product_development,"An Developer develops a Product, in some cases for a Company.    ''",The <t>development</t> of a profitable product will be necessary for the company to stay afloat. INI,Product,<fex>Dr. Pepper</fex> was developed in Texas.
0,Product_development,"An Developer develops a Product, in some cases for a Company.    ''",The <t>development</t> of a profitable product will be necessary for the company to stay afloat. INI,Time,"The development of unique, high-quality writing instruments <fex>in the late 1990s</fex> saved the company from going bankrupt. "
0,Product_development,"An Developer develops a Product, in some cases for a Company.    ''",The <t>development</t> of a profitable product will be necessary for the company to stay afloat. INI,Place,Gabriela developed her new line of fashion <fex>in Milan</fex>.
0,Reason,A volitional  Agent is responding to a State_of_affairs by performing some Action.,And was that your <t>reason</t> for becoming an actor ?,Agent,"Those are <fex>my</fex> reasons , ' said Toby . "
0,Reason,A volitional  Agent is responding to a State_of_affairs by performing some Action.,And was that your <t>reason</t> for becoming an actor ?,Action, I find that all my reasons <fex>for postponing giving birth</fex> still apply 
0,Reason,A volitional  Agent is responding to a State_of_affairs by performing some Action.,And was that your <t>reason</t> for becoming an actor ?,State_of_affairs,  My reason is <fex>that our cities are now designed round the motor car</fex>
0,Rope_manipulation,An Agent manipulates a linear entity (the Rope) to form a Knot.,Harry <t>tied</t> the rope into a slipknot.,Agent,<fex>Melissa</fex> braided Jessica's hair.
0,Rope_manipulation,An Agent manipulates a linear entity (the Rope) to form a Knot.,Harry <t>tied</t> the rope into a slipknot.,Rope,He tied <fex>an electrical cable</fex> around the trunk and his neck before hanging himself .
0,Rope_manipulation,An Agent manipulates a linear entity (the Rope) to form a Knot.,Harry <t>tied</t> the rope into a slipknot.,Knot,Jake tied the cravat <fex>into an acceptable knot</fex>.
0,Rope_manipulation,An Agent manipulates a linear entity (the Rope) to form a Knot.,Harry <t>tied</t> the rope into a slipknot.,Time,Terri tied the rope around her waist <fex>before scrambling up the side of the mountain</fex>.
0,Rope_manipulation,An Agent manipulates a linear entity (the Rope) to form a Knot.,Harry <t>tied</t> the rope into a slipknot.,Place,
0,Partitive,A Subset is profiled against the Group it belongs to.,"<t>Of</t> all scenes that evoke rural England, this is one of the loveliest.",Subset,
0,Partitive,A Subset is profiled against the Group it belongs to.,"<t>Of</t> all scenes that evoke rural England, this is one of the loveliest.",Group,
0,Measure_by_action,This frame involves words that provide a measure for some undelimited (mass) Entity by referring to an Event that a prototypical quantity (or duration) of the Entity stereotypically participates in.,He put two <t>splashes</t> of cologne on his face.,Entity,
0,Measure_by_action,This frame involves words that provide a measure for some undelimited (mass) Entity by referring to an Event that a prototypical quantity (or duration) of the Entity stereotypically participates in.,He put two <t>splashes</t> of cologne on his face.,Event,
0,Boundary,This frame contains words that describe a Boundary between two Entities.,The canyon is the <t>border</t> between the two states.,Boundary,
0,Boundary,This frame contains words that describe a Boundary between two Entities.,The canyon is the <t>border</t> between the two states.,Entity,
0,Boundary,This frame contains words that describe a Boundary between two Entities.,The canyon is the <t>border</t> between the two states.,Entities,
0,Emphasizing,An Agent who is engaged in an Undertaking accords a Degree of importance to a Consideration that influences the success of an Undertaking.,Our company <t>emphasizes</t> marketing tried and true products and services.INI,Consideration,The ICBL has prioritised <fex>working to achieve universalisation of the Mine Ban Treaty in South Asia by 2004</fex>.
0,Emphasizing,An Agent who is engaged in an Undertaking accords a Degree of importance to a Consideration that influences the success of an Undertaking.,Our company <t>emphasizes</t> marketing tried and true products and services.INI,Agent,Dell said Friday <fex>the company</fex> will put more emphasis on selling software
0,Emphasizing,An Agent who is engaged in an Undertaking accords a Degree of importance to a Consideration that influences the success of an Undertaking.,Our company <t>emphasizes</t> marketing tried and true products and services.INI,Competing_consideration,Monophysite Christians  emphasized Christ's divinity <fex>over his humanity</fex>.
0,Emphasizing,An Agent who is engaged in an Undertaking accords a Degree of importance to a Consideration that influences the success of an Undertaking.,Our company <t>emphasizes</t> marketing tried and true products and services.INI,Artifact,Water is a scarce commodity on French Island so <fex>the guest house</fex> places strong emphasis on water conservation.
0,Emphasizing,An Agent who is engaged in an Undertaking accords a Degree of importance to a Consideration that influences the success of an Undertaking.,Our company <t>emphasizes</t> marketing tried and true products and services.INI,Action,Result Oriented <fex>Management</fex>
0,Emphasizing,An Agent who is engaged in an Undertaking accords a Degree of importance to a Consideration that influences the success of an Undertaking.,Our company <t>emphasizes</t> marketing tried and true products and services.INI,Time,<fex>In the 1960s</fex> Foucault placed great weight on the notion of archeology.
0,Emphasizing,An Agent who is engaged in an Undertaking accords a Degree of importance to a Consideration that influences the success of an Undertaking.,Our company <t>emphasizes</t> marketing tried and true products and services.INI,Place,<fex>In Arizona</fex> we emphasize western bats with a special focus on species identification.
0,Counterattack,"An Assailant physically attacks a Victim (which is usually but not always sentient), causing or intending to cause the Victim physical damage.",Are we <t>counterattacking</t> them just to keep them off balance?,Victim,US troopscounterattacked <fex>the French</fex> the next day.
0,Counterattack,"An Assailant physically attacks a Victim (which is usually but not always sentient), causing or intending to cause the Victim physical damage.",Are we <t>counterattacking</t> them just to keep them off balance?,Assailant,<fex>The mysterious fighter</fex> counterattacked the guardsmen with a sabre.
0,Counterattack,"An Assailant physically attacks a Victim (which is usually but not always sentient), causing or intending to cause the Victim physical damage.",Are we <t>counterattacking</t> them just to keep them off balance?,Time,<fex>The previous day's</fex> counterattack on French troops was deemed a success.
0,Counterattack,"An Assailant physically attacks a Victim (which is usually but not always sentient), causing or intending to cause the Victim physical damage.",Are we <t>counterattacking</t> them just to keep them off balance?,Place,Then they staged a counterattack<fex>on our left flank</fex>.
0,Remembering_information,A Cognizer retains facts in memory and is able to retrieve them., I was impressed that she 'd actually <t>remembered</t> Radish 's name (= what Radish's name is) ,Cognizer,I bet <fex>Johno</fex> can remember the name of the Ramones' drummer.
0,Remembering_information,A Cognizer retains facts in memory and is able to retrieve them., I was impressed that she 'd actually <t>remembered</t> Radish 's name (= what Radish's name is) ,Mental_content,Do you remember <fex>how to spell cupboard ?</fex>
0,Remembering_information,A Cognizer retains facts in memory and is able to retrieve them., I was impressed that she 'd actually <t>remembered</t> Radish 's name (= what Radish's name is) ,Time," <fex>Afterwards</fex>, I forgot what I was pissed off about, but I was. "
0,Summarizing,"A Communicator processes some information (either from textual or real-world/perceptual sources) regarding a State_of_affairs into a concise form (a summary) that contains the essential content in briefer form, and communicates this summary to an Addressee, or records it in a Medium.",Frank has already <t>summarized</t> some of the reactions on his weblog.,Communicator,
0,Summarizing,"A Communicator processes some information (either from textual or real-world/perceptual sources) regarding a State_of_affairs into a concise form (a summary) that contains the essential content in briefer form, and communicates this summary to an Addressee, or records it in a Medium.",Frank has already <t>summarized</t> some of the reactions on his weblog.,State_of_affairs,
0,Summarizing,"A Communicator processes some information (either from textual or real-world/perceptual sources) regarding a State_of_affairs into a concise form (a summary) that contains the essential content in briefer form, and communicates this summary to an Addressee, or records it in a Medium.",Frank has already <t>summarized</t> some of the reactions on his weblog.,Medium,
0,Summarizing,"A Communicator processes some information (either from textual or real-world/perceptual sources) regarding a State_of_affairs into a concise form (a summary) that contains the essential content in briefer form, and communicates this summary to an Addressee, or records it in a Medium.",Frank has already <t>summarized</t> some of the reactions on his weblog.,Time,
0,Summarizing,"A Communicator processes some information (either from textual or real-world/perceptual sources) regarding a State_of_affairs into a concise form (a summary) that contains the essential content in briefer form, and communicates this summary to an Addressee, or records it in a Medium.",Frank has already <t>summarized</t> some of the reactions on his weblog.,Place,
0,Avoiding,An Agent avoids an Undesirable_situation under certain Circumstances.,Mike <t>avoided</t> his supervisor at all costs.,Agent,<fex>Mike</fex> avoided his supervisor at all costs.
0,Avoiding,An Agent avoids an Undesirable_situation under certain Circumstances.,Mike <t>avoided</t> his supervisor at all costs.,Undesirable_situation,Mike avoided <fex>his supervisor</fex> at all costs.
0,Avoiding,An Agent avoids an Undesirable_situation under certain Circumstances.,Mike <t>avoided</t> his supervisor at all costs.,Time,
0,Avoiding,An Agent avoids an Undesirable_situation under certain Circumstances.,Mike <t>avoided</t> his supervisor at all costs.,Place,
0,Collocation_image_schema,A Profiled_region is specified as entirely or largely coinciding with that of a Ground.,,Profiled_region,
0,Collocation_image_schema,A Profiled_region is specified as entirely or largely coinciding with that of a Ground.,,Ground,
0,Reasoning,"An Arguer presents a Content, along with Support, to an Addressee.",Jan <t>argued</t> that the evidence was inadmissable.,Content,Jan argued <fex>that the evidence was inadmissable</fex>.
0,Reasoning,"An Arguer presents a Content, along with Support, to an Addressee.",Jan <t>argued</t> that the evidence was inadmissable.,Arguer,<fex>Jan</fex> argued that the evidence was inadmissable.
0,Reasoning,"An Arguer presents a Content, along with Support, to an Addressee.",Jan <t>argued</t> that the evidence was inadmissable.,Time, The government argued <fex>in August</fex> that the prisoners should not be released
0,Reasoning,"An Arguer presents a Content, along with Support, to an Addressee.",Jan <t>argued</t> that the evidence was inadmissable.,Place,The young men will be arguing their policies <fex>in the school auditorium</fex>.
0,Biological_mechanisms,A trigger mechanism brings about a change in a biological system.,The reflex <t>increases</t> cardiac output.,Systemic_effect,
0,Biological_mechanisms,A trigger mechanism brings about a change in a biological system.,The reflex <t>increases</t> cardiac output.,Place,
0,Difficulty,An Experiencer has an easy or difficult time carrying out an Activity.,(1) John is <t>easy</t> to please.,Activity,<fex>The climb</fex> was difficult.
0,Difficulty,An Experiencer has an easy or difficult time carrying out an Activity.,(1) John is <t>easy</t> to please.,Experiencer,The geology question on the exam was hard <fex>for me</fex>.
0,Difficulty,An Experiencer has an easy or difficult time carrying out an Activity.,(1) John is <t>easy</t> to please.,Time,
0,Emotions_by_stimulus,"An Experiencer, Expressor, Event, or State has an emotion as brought on by an Stimulus or Topic.",The <t>joyful</t> reunion took place on Sunday.,Experiencer,"At Medicine Man's ragtime dance contest, a jubilant <fex>girl</fex> drove the crowd wild."
0,Emotions_by_stimulus,"An Experiencer, Expressor, Event, or State has an emotion as brought on by an Stimulus or Topic.",The <t>joyful</t> reunion took place on Sunday.,Topic,Earl is jubilant <fex>about his new swim trunks</fex>.
0,Emotions_by_stimulus,"An Experiencer, Expressor, Event, or State has an emotion as brought on by an Stimulus or Topic.",The <t>joyful</t> reunion took place on Sunday.,Stimulus,<fex>Putin’s initiative</fex> caused joyful excitement in Baku on Friday.
0,Emotions_by_stimulus,"An Experiencer, Expressor, Event, or State has an emotion as brought on by an Stimulus or Topic.",The <t>joyful</t> reunion took place on Sunday.,Expressor,He met me with a glad <fex>face</fex>.
0,Emotions_by_stimulus,"An Experiencer, Expressor, Event, or State has an emotion as brought on by an Stimulus or Topic.",The <t>joyful</t> reunion took place on Sunday.,State,Armed officials marred the joyful <fex>mood</fex> at the recent Mon festival in Samut Sakhon.
0,Emotions_by_stimulus,"An Experiencer, Expressor, Event, or State has an emotion as brought on by an Stimulus or Topic.",The <t>joyful</t> reunion took place on Sunday.,Event,I am helping them to have the joyful <fex>birth</fex> they want.
0,Emotions_by_stimulus,"An Experiencer, Expressor, Event, or State has an emotion as brought on by an Stimulus or Topic.",The <t>joyful</t> reunion took place on Sunday.,Time,
0,Activity_abandoned_state,An Agent is in an unfinished part of an activity.,,Agent,
0,Activity_abandoned_state,An Agent is in an unfinished part of an activity.,,Activity,
0,Activity_abandoned_state,An Agent is in an unfinished part of an activity.,,Time,
0,Activity_abandoned_state,An Agent is in an unfinished part of an activity.,,Place,
0,Hair_configuration,"Temporary or permanent Styles and Configurations of Hair, as well as its inherent Nature.","On either side her head gleamed coiled <t>braids</t> of dark-gold hair , almost pale copper in the subdued light of the room .",Hair,Her <fex><t>tresses</t></fex> were golden.
0,Hair_configuration,"Temporary or permanent Styles and Configurations of Hair, as well as its inherent Nature.","On either side her head gleamed coiled <t>braids</t> of dark-gold hair , almost pale copper in the subdued light of the room .",Possessor,<fex>Michael's</fex> hair is long.
0,Hair_configuration,"Temporary or permanent Styles and Configurations of Hair, as well as its inherent Nature.","On either side her head gleamed coiled <t>braids</t> of dark-gold hair , almost pale copper in the subdued light of the room .",Configuration,I pulled Michael's  <fex>ponytail</fex>. 
0,Hair_configuration,"Temporary or permanent Styles and Configurations of Hair, as well as its inherent Nature.","On either side her head gleamed coiled <t>braids</t> of dark-gold hair , almost pale copper in the subdued light of the room .",Hair_property,
0,Intercepting,"A volitionally acting Interceptor takes control, without being authorized to do so by the sender, of a Theme that is underway from a sender to a recipient.",Police <t>intercepted</t> the call and raided the address.,Interceptor," Two days later, <fex>an aerial patrol</fex> intercepted an enemy trying the same thing."
0,Intercepting,"A volitionally acting Interceptor takes control, without being authorized to do so by the sender, of a Theme that is underway from a sender to a recipient.",Police <t>intercepted</t> the call and raided the address.,Theme,They could either sail west down the Channel or north-east to intercept <fex>an enemy making for the Thames estuary</fex>.
0,Intercepting,"A volitionally acting Interceptor takes control, without being authorized to do so by the sender, of a Theme that is underway from a sender to a recipient.",Police <t>intercepted</t> the call and raided the address.,Time,The five had been intercepted <fex>after a DFLP attack on March 5</fex>.
0,Intercepting,"A volitionally acting Interceptor takes control, without being authorized to do so by the sender, of a Theme that is underway from a sender to a recipient.",Police <t>intercepted</t> the call and raided the address.,Place,She had been intercepted <fex>outside Guy 's room</fex> and would be severely punished.
0,Part_orientational,"In this frame, there is a Part of a Whole in which the Part is defined with respect to the canonical or inherent orientation of the Whole.",the <t>front</t> row of the class ,Part,The top <fex>shelf</fex> of the bookcase was lying on the floor.
0,Part_orientational,"In this frame, there is a Part of a Whole in which the Part is defined with respect to the canonical or inherent orientation of the Whole.",the <t>front</t> row of the class ,Whole,The show takes place in the West wing <fex>of the White House</fex>.
0,Institutionalization,A Patient is committed to the care of a medical Facility by a proper Authority.,"Ten years after Abraham Lincoln's assassination, a Chicago court declared his 56-year-old widow Mary insane and <t>committed</t> her to a mental institution.",Patient,"Buffy's got this hospital phobia because her caring parents institutionalized
<fex>her</fex> for a while before she moved to Sunnydale."
0,Institutionalization,A Patient is committed to the care of a medical Facility by a proper Authority.,"Ten years after Abraham Lincoln's assassination, a Chicago court declared his 56-year-old widow Mary insane and <t>committed</t> her to a mental institution.",Facility,"Unfortunately for Mrs. Lincoln, her son, Robert, institutionalized her <fex>in the
Batavia Asylum</fex> shortly after the visit to St. Charles."
0,Institutionalization,A Patient is committed to the care of a medical Facility by a proper Authority.,"Ten years after Abraham Lincoln's assassination, a Chicago court declared his 56-year-old widow Mary insane and <t>committed</t> her to a mental institution.",Authority,Goodrum then went to see <fex>a private doctor</fex> <fex>who</fex> hospitalized him.
0,Institutionalization,A Patient is committed to the care of a medical Facility by a proper Authority.,"Ten years after Abraham Lincoln's assassination, a Chicago court declared his 56-year-old widow Mary insane and <t>committed</t> her to a mental institution.",Time,<fex>Later</fex> her mother became depressed and was institutionalized.
0,Institutionalization,A Patient is committed to the care of a medical Facility by a proper Authority.,"Ten years after Abraham Lincoln's assassination, a Chicago court declared his 56-year-old widow Mary insane and <t>committed</t> her to a mental institution.",Place,"The widow of Dr. Martin Luther King Jr. suffered a stroke on Wednesday, and was
hospitalized <fex>in Atlanta</fex>."
0,Process_end,A Process comes to an end.,The project <t>came</t> <t>to</t> <t>a</t> <t>close</t>.,Process,Let <fex>the carnage</fex> end.
0,Process_end,A Process comes to an end.,The project <t>came</t> <t>to</t> <t>a</t> <t>close</t>.,Time,
0,Process_end,A Process comes to an end.,The project <t>came</t> <t>to</t> <t>a</t> <t>close</t>.,Place,
0,Responsibility,An Agent is responsible for having intentionally performed an Act or for being the or a primary instigator behind the Act.,It has been determined that a relatively unknown terrorist group is <t>responsible</t> for the recent attacks.,Agent,
0,Responsibility,An Agent is responsible for having intentionally performed an Act or for being the or a primary instigator behind the Act.,It has been determined that a relatively unknown terrorist group is <t>responsible</t> for the recent attacks.,Time,
0,Responsibility,An Agent is responsible for having intentionally performed an Act or for being the or a primary instigator behind the Act.,It has been determined that a relatively unknown terrorist group is <t>responsible</t> for the recent attacks.,Place,
0,Posture,An Agent supports their body in a particular Location.,"He <t>knelt</t> down, hand on heart .",Agent,<fex>Kim</fex> was kneeling by the window.
0,Posture,An Agent supports their body in a particular Location.,"He <t>knelt</t> down, hand on heart .",Location,Kim was kneeling <fex>by the window</fex>.
0,Posture,An Agent supports their body in a particular Location.,"He <t>knelt</t> down, hand on heart .",Point_of_contact,I stood <fex>on my heels</fex> and looked out the window
0,Posture,An Agent supports their body in a particular Location.,"He <t>knelt</t> down, hand on heart .",Time, <fex>Yesterday evening</fex> he was sitting in his armchair as usual
0,Studying,A Student enrolls and then remains at an Institution for the purposes of education within a Subject.,He spent ten years <t>studying</t> physics at the lycee before he flunked out.,Teacher,She studied <fex>from him</fex> for years.
0,Studying,A Student enrolls and then remains at an Institution for the purposes of education within a Subject.,He spent ten years <t>studying</t> physics at the lycee before he flunked out.,Student,
0,Studying,A Student enrolls and then remains at an Institution for the purposes of education within a Subject.,He spent ten years <t>studying</t> physics at the lycee before he flunked out.,Institution,
0,Studying,A Student enrolls and then remains at an Institution for the purposes of education within a Subject.,He spent ten years <t>studying</t> physics at the lycee before he flunked out.,Subject,She studies <fex>astrophysics</fex>.
0,Studying,A Student enrolls and then remains at an Institution for the purposes of education within a Subject.,He spent ten years <t>studying</t> physics at the lycee before he flunked out.,Time,
0,Studying,A Student enrolls and then remains at an Institution for the purposes of education within a Subject.,He spent ten years <t>studying</t> physics at the lycee before he flunked out.,Place,
0,Fastener,"The Fastener is an artifact created to close a Container (e.g. coat, jar).",The door <t>seal</t> prevented air from getting in and the kids' screams from getting out.,Container,"On Friday night, many men will simply elect to remove their tie and unbutton their top <fex>shirt</fex> button."
0,Fastener,"The Fastener is an artifact created to close a Container (e.g. coat, jar).",The door <t>seal</t> prevented air from getting in and the kids' screams from getting out.,Fastener,"Man, I have just bought the exact same belt <fex><t>buckle</t></fex> and it won't open."
0,Fastener,"The Fastener is an artifact created to close a Container (e.g. coat, jar).",The door <t>seal</t> prevented air from getting in and the kids' screams from getting out.,Container_portal,We couldn't close the <fex>tent flap</fex> zipper and a lot of flies came in .
0,Competition,"This frame is concerned with the idea that people (Participant_1, Participant_2, or Participants) participate in an organized, rule-governed activity (the Competition) in order to achieve some advantageous outcome (often the Prize).",He and I <t>played</t> tennis.,Participant_1,<fex>Jo</fex> played the lottery every day.
0,Competition,"This frame is concerned with the idea that people (Participant_1, Participant_2, or Participants) participate in an organized, rule-governed activity (the Competition) in order to achieve some advantageous outcome (often the Prize).",He and I <t>played</t> tennis.,Participant_2,Jo played <fex>Leslie</fex> at tennis.
0,Competition,"This frame is concerned with the idea that people (Participant_1, Participant_2, or Participants) participate in an organized, rule-governed activity (the Competition) in order to achieve some advantageous outcome (often the Prize).",He and I <t>played</t> tennis.,Participants,<fex>Jo and Leslie</fex> played tennis.
0,Competition,"This frame is concerned with the idea that people (Participant_1, Participant_2, or Participants) participate in an organized, rule-governed activity (the Competition) in order to achieve some advantageous outcome (often the Prize).",He and I <t>played</t> tennis.,Competition,Jo played <fex>in the foosball tournament</fex>
0,Competition,"This frame is concerned with the idea that people (Participant_1, Participant_2, or Participants) participate in an organized, rule-governed activity (the Competition) in order to achieve some advantageous outcome (often the Prize).",He and I <t>played</t> tennis.,Time,
0,Competition,"This frame is concerned with the idea that people (Participant_1, Participant_2, or Participants) participate in an organized, rule-governed activity (the Competition) in order to achieve some advantageous outcome (often the Prize).",He and I <t>played</t> tennis.,Place,First layer: John's first competition <fex>at Wimbledon</fex> astonished the crowd.
0,Execution,An Executioner punishes an individual (Executed) with death as a consequence of some action of the Evaluee (the Reason).,The hooded man <t>hanged</t> the thief.,Executioner,"The truth is, <fex>we</fex> have all put them to death."
0,Execution,An Executioner punishes an individual (Executed) with death as a consequence of some action of the Evaluee (the Reason).,The hooded man <t>hanged</t> the thief.,Executed,<fex>He</fex> was to be hanged in the morning.
0,Execution,An Executioner punishes an individual (Executed) with death as a consequence of some action of the Evaluee (the Reason).,The hooded man <t>hanged</t> the thief.,Time,
0,Execution,An Executioner punishes an individual (Executed) with death as a consequence of some action of the Evaluee (the Reason).,The hooded man <t>hanged</t> the thief.,Place,
0,Dressing,"A Wearer puts on an item of Clothing, which then occupies the Body_location.",You didn't have to <t>dress</t> like a pirate to impress me. INI,Wearer,
0,Dressing,"A Wearer puts on an item of Clothing, which then occupies the Body_location.",You didn't have to <t>dress</t> like a pirate to impress me. INI,Clothing,
0,Dressing,"A Wearer puts on an item of Clothing, which then occupies the Body_location.",You didn't have to <t>dress</t> like a pirate to impress me. INI,Time,She had put the dress on <fex>this morning</fex> expecting it to be sunny.
0,Dressing,"A Wearer puts on an item of Clothing, which then occupies the Body_location.",You didn't have to <t>dress</t> like a pirate to impress me. INI,Place,
0,Change_tool,"An Agent changes Tools, from the Old_tool to a New_tool.","If this happens one more time, we 're going to <t>switch</t> operating systems.",Agent,
0,Change_tool,"An Agent changes Tools, from the Old_tool to a New_tool.","If this happens one more time, we 're going to <t>switch</t> operating systems.",Tools,
0,Change_tool,"An Agent changes Tools, from the Old_tool to a New_tool.","If this happens one more time, we 're going to <t>switch</t> operating systems.",Old_tool,
0,Change_tool,"An Agent changes Tools, from the Old_tool to a New_tool.","If this happens one more time, we 're going to <t>switch</t> operating systems.",New_tool,
0,Change_tool,"An Agent changes Tools, from the Old_tool to a New_tool.","If this happens one more time, we 're going to <t>switch</t> operating systems.",Time,
0,Change_tool,"An Agent changes Tools, from the Old_tool to a New_tool.","If this happens one more time, we 're going to <t>switch</t> operating systems.",Place,
0,Business_closure,"A business locale, the Entity, ceases to provide services and closes.",Exxon <t>went under</t>.,Entity,<fex>The local McDonalds</fex> shut down in 2008 because the owner passed away and no one would set up to the plate.
0,Business_closure,"A business locale, the Entity, ceases to provide services and closes.",Exxon <t>went under</t>.,Time,The local McDonalds shut down <fex>in 2008 </fex> because the owner died.
0,Business_closure,"A business locale, the Entity, ceases to provide services and closes.",Exxon <t>went under</t>.,Place,Every Ikea shut down <fex>in Ohio</fex> last week.
0,Possession,An Owner has (or lacks) a Possession. '',"The river's part of my  manor, but of course it also <t>belongs</t> to the River Police.",Owner,
0,Possession,An Owner has (or lacks) a Possession. '',"The river's part of my  manor, but of course it also <t>belongs</t> to the River Police.",Possession,
0,Possession,An Owner has (or lacks) a Possession. '',"The river's part of my  manor, but of course it also <t>belongs</t> to the River Police.",Time,
0,Temporary_stay,"A Guest stays for a time at a Location, which is not his or her permanent residence, for some Duration.",I usually <t>stay</t> with my aunt at her summer house when I go to Seville.,Guest,"Originally, <fex>we</fex> planned on rooming with our relatives in Reno."
0,Temporary_stay,"A Guest stays for a time at a Location, which is not his or her permanent residence, for some Duration.",I usually <t>stay</t> with my aunt at her summer house when I go to Seville.,Location,Originally we planned on staying <fex>at the Hilton</fex>.
0,Temporary_stay,"A Guest stays for a time at a Location, which is not his or her permanent residence, for some Duration.",I usually <t>stay</t> with my aunt at her summer house when I go to Seville.,Duration,My wife and have just returned from a <fex>two day</fex> stay at Ocean Key.
0,Temporary_stay,"A Guest stays for a time at a Location, which is not his or her permanent residence, for some Duration.",I usually <t>stay</t> with my aunt at her summer house when I go to Seville.,Host,You should avoid staying <fex>with old college buddies</fex> when on business trips.
0,Temporary_stay,"A Guest stays for a time at a Location, which is not his or her permanent residence, for some Duration.",I usually <t>stay</t> with my aunt at her summer house when I go to Seville.,Time,He'll be lodging here <fex>next month</fex>.
0,Temporary_stay,"A Guest stays for a time at a Location, which is not his or her permanent residence, for some Duration.",I usually <t>stay</t> with my aunt at her summer house when I go to Seville.,Place,"<fex>In London</fex>, I stayed at a hotel."
0,Religious_belief,A Believer has faith in a piece of Content or an Element  which fits into a religious belief system made up of many articles of faith.,Do Muslims <t>believe</t> in the virgin birth of Jesus?,Believer,
0,Religious_belief,A Believer has faith in a piece of Content or an Element  which fits into a religious belief system made up of many articles of faith.,Do Muslims <t>believe</t> in the virgin birth of Jesus?,Content, A Christian believes <fex>that Jesus of Nazareth was a prophet</fex>. 
0,Religious_belief,A Believer has faith in a piece of Content or an Element  which fits into a religious belief system made up of many articles of faith.,Do Muslims <t>believe</t> in the virgin birth of Jesus?,Role,"If a person believes in Jesus <fex>as his Saviour</fex>, he can he baptized."
0,Religious_belief,A Believer has faith in a piece of Content or an Element  which fits into a religious belief system made up of many articles of faith.,Do Muslims <t>believe</t> in the virgin birth of Jesus?,Element,I believe <fex>in Jesus</fex>
0,Communication,A Communicator conveys a Message to an Addressee; the Topic and Medium of the communication also may be expressed.,Let's hope it did n't have time to <t>communicate</t> any of its findings to its overlords.,Communicator,"<fex>He</fex> finds it hard to communicate with people, not least his separated parents . "
0,Communication,A Communicator conveys a Message to an Addressee; the Topic and Medium of the communication also may be expressed.,Let's hope it did n't have time to <t>communicate</t> any of its findings to its overlords.,Message,How do you communicate to them <fex>that you really like them</fex> ?  
0,Communication,A Communicator conveys a Message to an Addressee; the Topic and Medium of the communication also may be expressed.,Let's hope it did n't have time to <t>communicate</t> any of its findings to its overlords.,Topic,Had someone communicated to the capital <fex>about the flagrant disregard of the religious law</fex> ? 
0,Communication,A Communicator conveys a Message to an Addressee; the Topic and Medium of the communication also may be expressed.,Let's hope it did n't have time to <t>communicate</t> any of its findings to its overlords.,Medium,Opinions are usually communicated <fex>over the telephone</fex> and are often given within 24 hours. 
0,Communication,A Communicator conveys a Message to an Addressee; the Topic and Medium of the communication also may be expressed.,Let's hope it did n't have time to <t>communicate</t> any of its findings to its overlords.,Time,
0,Communication,A Communicator conveys a Message to an Addressee; the Topic and Medium of the communication also may be expressed.,Let's hope it did n't have time to <t>communicate</t> any of its findings to its overlords.,Place,
0,Renunciation,A Speaker declares that they will no longer be involved with the Content.,That will only be possible if and when the IRA <t>renounces</t> armed struggle.,Speaker,
0,Renunciation,A Speaker declares that they will no longer be involved with the Content.,That will only be possible if and when the IRA <t>renounces</t> armed struggle.,Content,Bonnie Charlie then renounced <fex>his aspirations to the throne</fex>.
0,Renunciation,A Speaker declares that they will no longer be involved with the Content.,That will only be possible if and when the IRA <t>renounces</t> armed struggle.,Medium,Castro renounced all involvement with the group <fex>over the radio</fex>.
0,Renunciation,A Speaker declares that they will no longer be involved with the Content.,That will only be possible if and when the IRA <t>renounces</t> armed struggle.,Time,
0,Renunciation,A Speaker declares that they will no longer be involved with the Content.,That will only be possible if and when the IRA <t>renounces</t> armed struggle.,Place,
0,Quantity,This frame contains nouns denoting Quantities of a specified Entity and their numerical Values.,His heart attack was caused by a high cholesterol <t>level</t>.,Entity,<fex>My blood-sugar</fex> level is high.
0,Quantity,This frame contains nouns denoting Quantities of a specified Entity and their numerical Values.,His heart attack was caused by a high cholesterol <t>level</t>.,Quantity,Their <fex><t>level</t></fex> of productivity decreased with each hour of overtime worked.
0,Quantity,This frame contains nouns denoting Quantities of a specified Entity and their numerical Values.,His heart attack was caused by a high cholesterol <t>level</t>.,Value,He wrote me a check in the amount <fex>of $500</fex>.
0,Indigenous_origin,"An Entity began its existence in the context of a location of Origin, which is a discourse-salient place, or culture.",Obviously there are species that are <t>native</t> to China or used in Chinese Medicine that aren't used in Western or Cherokee Medicine and vice versa. ,Entity,
0,Indigenous_origin,"An Entity began its existence in the context of a location of Origin, which is a discourse-salient place, or culture.",Obviously there are species that are <t>native</t> to China or used in Chinese Medicine that aren't used in Western or Cherokee Medicine and vice versa. ,Origin,
0,Text,"A Text is an entity that contains linguistic, symbolic information on a Topic, created by an Author at the Time_of_creation.",It was a good <t>book</t>.,Text,
0,Text,"A Text is an entity that contains linguistic, symbolic information on a Topic, created by an Author at the Time_of_creation.",It was a good <t>book</t>.,Place,
